,日付,始値_x,高値_x,安値_x,終値_x,買気配_x,売気配_x,高値_y,安値_y,5DMA_x,25DMA_x,75DMA_x,買気配_y,売気配_y,高値_x,安値_x,5DMA_y,25DMA_y,75DMA_y,始値_y,高値_y,安値_y,終値_y,始値_x,高値_x,安値_x,終値_x,前日比_x,5DMA_x,25DMA_x,75DMA_x,始値_y,高値_y,安値_y,終値_y,前日比_y,出来高,5DMA_y,25DMA_y,75DMA_y,5DVMA,25DVMA,75DVMA,買気配,売気配,高値,安値,5DMA,25DMA,75DMA
56,2019/11/11,"27,580.66","27,714.39","27,517.67","27,691.49",120.29,120.31,120.42,120.03,120.58,119.95,119.06,1.1032,1.1033,1.1043,1.1013,1.1047,1.1065,1.107,"8,431.26","8,467.29","8,425.49","8,464.28","23,422.13","23,471.82","23,323.02","23,331.84",-60.03,"23,321.96","22,477.74","21,626.18","1,708.12","1,711.22","1,701.78","1,704.03",1.26,"124,128","1,698.70","1,636.81","1,576.06","143,702","123,978","119,629",109.04,109.05,109.26,108.88,109.14,108.39,107.54
57,2019/11/08,"27,686.20","27,694.95","27,578.97","27,681.24",120.32,120.38,120.87,120.17,120.66,119.83,119.07,1.1018,1.1021,1.1055,1.1014,1.1074,1.1062,1.1073,"8,422.67","8,475.57","8,405.89","8,475.31","23,550.04","23,591.09","23,313.41","23,391.87",61.55,"23,225.75","22,415.62","21,601.32","1,711.66","1,713.79","1,698.25","1,702.77",4.64,"162,680","1,691.20","1,632.50","1,574.19","143,999","123,699","119,454",109.2,109.23,109.47,109.06,108.96,108.31,107.52
58,2019/11/07,"27,590.16","27,774.67","27,590.16","27,674.80",120.73,120.75,121.1,120.1,120.68,119.73,119.08,1.1048,1.1049,1.1091,1.1034,1.11,1.1059,1.1076,"8,455.11","8,483.16","8,415.87","8,434.52","23,283.14","23,336.00","23,253.32","23,330.32",26.5,"23,132.78","22,355.35","21,570.04","1,693.75","1,699.43","1,692.21","1,698.13",3.68,"126,775","1,684.05","1,628.50","1,571.94","140,706","121,855","119,003",109.28,109.29,109.48,108.61,108.72,108.25,107.49
59,2019/11/06,"27,502.74","27,526.05","27,407.81","27,492.56",120.61,120.64,120.9,120.43,120.8,119.61,119.08,1.1067,1.1068,1.1093,1.106,1.112,1.1053,1.1079,"8,426.57","8,426.57","8,379.33","8,410.63","23,343.51","23,352.56","23,246.57","23,303.82",51.83,"23,035.34","22,292.37","21,545.23","1,701.35","1,701.35","1,689.04","1,694.45",0.29,"138,852","1,677.60","1,624.09","1,570.20","151,202","121,834","118,678",108.99,109.01,109.18,108.78,108.63,108.2,107.48
60,2019/11/05,"27,500.23","27,560.36","27,453.55","27,492.63",120.87,120.91,121.29,120.61,120.87,119.51,119.09,1.1073,1.1074,1.114,1.1061,1.1128,1.1048,1.1081,"8,446.62","8,457.39","8,421.05","8,434.68","23,118.79","23,328.52","23,090.94","23,251.99",401.22,"22,969.41","22,235.37","21,521.65","1,682.85","1,697.39","1,680.91","1,694.16",27.66,"166,076","1,671.25","1,620.48","1,568.52","149,925","121,694","118,214",109.16,109.18,109.24,108.53,108.6,108.16,107.47
61,2019/11/01,"27,142.95","27,347.43","27,142.95","27,347.36",120.72,120.76,120.92,120.25,120.89,119.38,119.1,1.1163,1.1164,1.1171,1.1126,1.1134,1.1042,1.1083,"8,335.05","8,386.75","8,326.56","8,386.40","22,730.49","22,852.72","22,705.60","22,850.77",-76.27,"22,892.46","22,187.22","21,500.77","1,653.80","1,666.50","1,653.72","1,666.50",-0.51,"125,612","1,662.10","1,617.65","1,566.95","137,003","120,760","117,373",108.15,108.17,108.32,107.87,108.57,108.11,107.45
62,2019/10/31,"27,188.37","27,188.37","26,918.29","27,046.23",120.41,120.43,121.48,120.25,120.82,119.27,119.12,1.1149,1.115,1.1174,1.1129,1.1117,1.1033,1.1084,"8,314.38","8,321.80","8,248.81","8,292.36","22,910.10","22,988.80","22,875.50","22,927.04",83.92,"22,882.27","22,154.00","21,484.67","1,666.36","1,669.91","1,660.35","1,667.01",1.11,"146,215","1,658.49","1,615.79","1,565.78","133,897","120,247","117,219",108.0,108.01,108.89,107.91,108.67,108.09,107.45
63,2019/10/30,"27,110.71","27,204.36","26,999.64","27,186.69",121.36,121.38,121.39,120.83,120.86,119.18,119.14,1.1149,1.115,1.1151,1.1078,1.1107,1.1028,1.1086,"8,284.28","8,315.51","8,241.70","8,303.98","22,953.17","22,961.23","22,827.93","22,843.12",-131.01,"22,846.98","22,120.87","21,466.09","1,663.85","1,666.35","1,659.20","1,665.90",3.22,"179,256","1,653.83","1,614.03","1,564.50","128,558","119,231","116,788",108.85,108.86,109.28,108.7,108.8,108.05,107.46
64,2019/10/29,"27,061.07","27,165.94","27,039.76","27,071.42",120.94,120.97,121.05,120.54,120.78,119.06,119.15,1.111,1.1111,1.1118,1.1071,1.1104,1.1022,1.1086,"8,313.35","8,319.29","8,275.14","8,276.85","22,950.79","23,008.43","22,935.35","22,974.13",106.86,"22,803.43","22,090.31","21,449.05","1,657.26","1,664.43","1,656.78","1,662.68",14.25,"132,465","1,648.28","1,612.04","1,563.29","116,499","117,895","115,716",108.86,108.87,109.06,108.74,108.76,108.0,107.46
65,2019/10/28,"27,040.33","27,167.88","27,028.71","27,090.72",120.95,120.99,120.98,120.37,120.8,118.99,119.16,1.1099,1.11,1.1107,1.1071,1.1111,1.102,1.1088,"8,285.77","8,335.56","8,285.27","8,325.99","22,854.44","22,896.22","22,830.57","22,867.27",67.46,"22,718.39","22,053.12","21,429.85","1,651.13","1,652.75","1,648.09","1,648.43",-0.01,"101,465","1,641.47","1,610.16","1,562.17","107,840","117,929","115,388",108.97,109.0,109.03,108.64,108.71,107.97,107.46
66,2019/10/25,"26,789.61","27,015.37","26,765.68","26,958.06",120.37,120.42,120.79,120.32,120.82,118.94,119.17,1.1079,1.108,1.1122,1.107,1.1125,1.1017,1.109,"8,150.59","8,249.97","8,150.59","8,243.12","22,753.24","22,819.92","22,715.13","22,799.81",49.21,"22,643.47","22,016.86","21,414.91","1,646.42","1,648.62","1,641.76","1,648.44",4.7,"110,085","1,636.18","1,608.49","1,561.42","109,193","118,755","115,279",108.65,108.68,108.77,108.49,108.6,107.95,107.45
67,2019/10/24,"26,893.93","26,931.78","26,714.34","26,805.53",120.61,120.66,121.38,120.39,120.91,118.91,119.19,1.1102,1.1103,1.1164,1.109,1.1134,1.1017,1.1092,"8,180.04","8,187.84","8,137.66","8,185.80","22,725.44","22,780.99","22,704.33","22,750.60",125.22,"22,573.88","21,984.92","21,400.28","1,646.60","1,647.96","1,643.24","1,643.74",5.6,"119,521","1,631.32","1,607.13","1,560.64","109,471","119,697","114,907",108.64,108.67,108.75,108.46,108.59,107.92,107.44
68,2019/10/23,"26,835.24","26,896.89","26,745.00","26,833.95",120.95,121.0,121.04,120.35,120.87,118.87,119.2,1.1128,1.1132,1.1139,1.1104,1.1128,1.1016,1.1095,"8,090.24","8,122.89","8,078.35","8,119.79","22,619.77","22,648.81","22,457.89","22,625.38",76.48,"22,518.34","21,954.43","21,385.44","1,632.82","1,638.51","1,620.04","1,638.14",9.54,"118,961","1,628.88","1,605.78","1,559.78","114,113","122,119","114,659",108.69,108.7,108.7,108.23,108.61,107.9,107.43
69,2019/10/21,"26,852.67","26,852.67","26,747.62","26,827.64",121.07,121.09,121.46,120.74,120.7,118.82,119.21,1.1148,1.1149,1.1179,1.1135,1.1109,1.1013,1.1097,"8,137.42","8,164.14","8,117.26","8,162.99","22,541.22","22,581.28","22,515.73","22,548.90",56.22,"22,434.71","21,919.80","21,373.83","1,626.18","1,630.95","1,625.35","1,628.60",6.61,"89,168","1,625.29","1,604.06","1,559.14","116,003","123,689","114,409",108.6,108.61,108.66,108.27,108.64,107.88,107.42
70,2019/10/18,"27,004.49","27,018.25","26,770.13","26,770.20",121.04,121.09,121.08,120.62,120.41,118.73,119.23,1.1166,1.1169,1.1167,1.1112,1.1087,1.1007,1.1098,"8,149.85","8,157.36","8,045.38","8,089.54","22,528.56","22,649.85","22,466.26","22,492.68",40.82,"22,284.70","21,881.75","21,362.91","1,628.22","1,633.36","1,619.76","1,621.99",-2.17,"108,228","1,618.62","1,602.26","1,558.56","122,112","126,865","114,823",108.4,108.42,108.72,108.37,108.6,107.85,107.42
71,2019/10/17,"27,032.38","27,112.16","26,970.29","27,025.88",120.83,120.87,121.34,120.3,119.96,118.63,119.25,1.1124,1.1127,1.1139,1.1063,1.1055,1.1002,1.1101,"8,176.91","8,183.64","8,131.25","8,156.85","22,451.15","22,522.39","22,424.92","22,451.86",-21.06,"22,096.56","21,837.73","21,346.69","1,628.58","1,630.57","1,624.03","1,624.16",-7.35,"111,478","1,610.51","1,599.70","1,557.61","121,848","128,204","114,915",108.62,108.63,108.93,108.45,108.5,107.81,107.41
72,2019/10/16,"26,972.31","27,058.34","26,943.29","27,001.98",120.42,120.44,120.46,119.7,119.38,118.54,119.27,1.1073,1.1074,1.1085,1.102,1.1023,1.0999,1.1104,"8,119.81","8,146.15","8,103.38","8,124.18","22,479.57","22,615.47","22,434.35","22,472.92",265.71,"21,897.47","21,792.39","21,331.84","1,637.58","1,646.09","1,627.81","1,631.51",11.31,"142,731","1,602.02","1,596.78","1,556.67","120,458","127,603","115,035",108.75,108.76,108.86,108.55,108.28,107.76,107.4
73,2019/10/15,"26,811.20","27,120.11","26,811.20","27,024.80",120.11,120.13,120.21,119.09,118.75,118.44,119.3,1.1033,1.1036,1.1045,1.0989,1.1,1.0997,1.1108,"8,074.85","8,166.18","8,071.81","8,148.71","22,063.71","22,219.63","22,049.71","22,207.21",408.34,"21,720.44","21,741.46","21,313.35","1,615.40","1,623.77","1,612.27","1,620.20",24.93,"128,408","1,593.01","1,593.00","1,555.37","114,177","126,486","114,378",108.84,108.86,108.89,108.14,107.94,107.68,107.39
74,2019/10/11,"26,694.20","27,013.97","26,694.20","26,816.59",119.61,119.66,120.0,118.68,118.27,118.35,119.33,1.1035,1.1037,1.1062,1.0999,1.0987,1.0997,1.1113,"8,047.34","8,115.80","8,046.80","8,057.04","21,749.93","21,820.77","21,658.27","21,798.87",246.89,"21,554.05","21,696.61","21,299.84","1,593.54","1,596.58","1,587.36","1,595.27",13.85,"119,714","1,583.52","1,589.57","1,554.35","106,923","126,741","114,039",108.39,108.42,108.61,107.83,107.63,107.61,107.36
75,2019/10/10,"26,317.35","26,603.31","26,314.51","26,496.67",118.74,118.82,118.94,117.54,117.81,118.26,119.36,1.1005,1.1009,1.1034,1.0968,1.0976,1.0997,1.1118,"7,904.56","7,982.85","7,899.81","7,950.78","21,456.27","21,601.46","21,308.88","21,551.98",95.6,"21,476.31","21,650.62","21,293.00","1,578.79","1,583.05","1,565.04","1,581.42",-0.28,"106,911","1,579.05","1,586.03","1,553.71","105,049","125,553","113,550",107.9,107.93,108.01,107.02,107.33,107.53,107.35
76,2019/10/09,"26,308.23","26,424.31","26,249.75","26,346.01",117.93,117.95,118.08,117.17,117.5,118.16,119.4,1.0969,1.097,1.0989,1.0947,1.0967,1.0996,1.1122,"7,895.96","7,930.92","7,873.52","7,903.74","21,359.84","21,467.77","21,359.84","21,456.38",-131.4,"21,434.27","21,613.54","21,289.09","1,570.70","1,581.95","1,570.70","1,581.70",-4.8,"104,524","1,576.54","1,583.21","1,553.24","108,143","124,642","114,173",107.51,107.52,107.62,106.92,107.13,107.45,107.34
77,2019/10/08,"26,276.59","26,421.81","26,139.80","26,164.04",117.27,117.34,117.96,117.09,117.39,118.1,119.45,1.0954,1.0958,1.0995,1.0939,1.0965,1.0996,1.1127,"7,898.27","7,921.88","7,823.73","7,823.78","21,494.48","21,629.24","21,483.18","21,587.78",212.53,"21,498.71","21,580.10","21,289.18","1,580.50","1,588.19","1,579.98","1,586.50",13.75,"111,328","1,579.46","1,580.15","1,552.95","110,671","123,672","114,137",107.06,107.08,107.44,106.79,107.06,107.39,107.34
78,2019/10/07,"26,502.33","26,655.84","26,424.54","26,478.02",117.69,117.72,117.88,116.99,117.49,118.08,119.5,1.097,1.0971,1.1,1.096,1.096,1.0997,1.113,"7,956.41","8,013.32","7,942.08","7,956.29","21,445.73","21,475.28","21,328.26","21,375.25",-34.95,"21,558.20","21,544.76","21,285.79","1,576.33","1,578.75","1,569.16","1,572.75",-0.15,"92,137","1,582.76","1,577.16","1,552.53","111,718","124,049","114,209",107.28,107.31,107.45,106.52,107.18,107.36,107.35
79,2019/10/04,"26,271.70","26,590.74","26,271.70","26,573.72",117.35,117.39,117.5,117.04,117.51,118.09,119.55,1.0978,1.0979,1.0997,1.0955,1.0946,1.1001,1.1133,"7,908.44","7,986.62","7,899.39","7,982.47","21,316.18","21,410.20","21,276.01","21,410.20",68.46,"21,634.32","21,508.19","21,280.42","1,564.68","1,572.96","1,561.00","1,572.90",4.03,"110,345","1,585.77","1,573.86","1,551.95","118,542","124,328","114,346",106.89,106.92,107.12,106.57,107.34,107.33,107.37
80,2019/10/03,"26,039.02","26,205.20","25,743.46","26,201.04",117.18,117.23,117.64,117.04,117.65,118.09,119.61,1.0964,1.0965,1.0999,1.0938,1.0939,1.1005,1.1137,"7,787.02","7,872.27","7,700.00","7,872.27","21,422.22","21,437.74","21,277.36","21,341.74",-436.87,"21,728.06","21,470.96","21,276.61","1,569.83","1,571.04","1,560.83","1,568.87",-27.42,"122,381","1,592.04","1,570.56","1,551.50","123,546","123,747","114,121",106.88,106.91,107.29,106.47,107.55,107.3,107.39
81,2019/10/02,"26,425.86","26,438.04","25,974.12","26,078.62",117.4,117.45,118.0,117.29,117.76,118.09,119.67,1.0958,1.0959,1.0963,1.0902,1.0929,1.101,1.114,"7,851.13","7,852.70","7,744.96","7,785.25","21,744.62","21,795.01","21,725.23","21,778.61",-106.63,"21,869.36","21,435.53","21,273.61","1,590.31","1,597.14","1,589.73","1,596.29",-6.71,"117,164","1,602.92","1,567.39","1,551.21","127,611","123,023","113,914",107.14,107.17,107.89,107.03,107.74,107.25,107.41
82,2019/10/01,"26,962.54","27,046.21","26,562.22","26,573.04",117.76,117.8,118.16,117.63,117.87,118.11,119.73,1.0932,1.0936,1.0942,1.0877,1.0926,1.1015,1.1144,"8,026.83","8,062.50","7,906.29","7,908.69","21,831.44","21,938.77","21,811.98","21,885.24",129.4,"21,917.67","21,374.83","21,263.66","1,595.35","1,607.65","1,595.35","1,603.00",15.2,"116,564","1,607.68","1,562.66","1,550.48","126,736","122,898","113,918",107.7,107.73,108.46,107.61,107.86,107.21,107.43
83,2019/09/30,"26,852.33","26,998.86","26,852.33","26,916.83",117.8,117.82,118.21,117.5,117.91,118.09,119.8,1.0899,1.09,1.0949,1.0883,1.0943,1.1024,1.1149,"7,964.09","8,012.17","7,949.63","7,999.34","21,793.83","21,811.98","21,666.60","21,755.84",-123.06,"21,960.39","21,327.85","21,253.58","1,593.18","1,596.21","1,583.02","1,587.80",-16.45,"126,255","1,611.66","1,558.63","1,549.83","127,590","121,864","113,773",108.08,108.09,108.17,107.72,107.74,107.12,107.44
84,2019/09/27,"26,987.26","27,012.54","26,715.82","26,820.25",118.05,118.1,118.47,117.41,118.04,118.1,119.86,1.094,1.0941,1.0958,1.0903,1.0967,1.1031,1.1154,"8,047.11","8,051.83","7,890.28","7,939.63","21,934.93","21,955.79","21,733.69","21,878.90",-169.34,"22,025.04","21,282.74","21,246.23","1,612.10","1,613.02","1,590.82","1,604.25",-19.02,"135,366","1,617.35","1,555.04","1,549.47","131,511","120,711","113,426",107.91,107.94,108.17,107.63,107.62,107.05,107.44
85,2019/09/26,"27,004.11","27,015.07","26,803.84","26,891.12",117.74,117.78,118.05,117.48,118.28,118.1,119.93,1.0918,1.0919,1.0967,1.0907,1.0987,1.1037,1.1159,"8,070.12","8,072.11","7,991.02","8,030.66","22,160.52","22,184.91","21,986.24","22,048.24",28.09,"22,058.15","21,232.33","21,236.30","1,633.91","1,635.88","1,618.88","1,623.27",3.19,"142,707","1,619.63","1,550.77","1,548.79","131,100","118,901","113,172",107.84,107.87,107.95,107.4,107.65,107.0,107.45
86,2019/09/25,"26,866.71","27,016.56","26,755.86","26,970.71",117.91,117.97,118.19,117.75,118.65,118.11,119.99,1.0941,1.0945,1.1023,1.0935,1.1009,1.1044,1.1165,"7,990.66","8,095.00","7,935.57","8,077.38","21,961.82","22,036.48","21,906.00","22,020.15",-78.69,"22,040.64","21,177.49","21,220.79","1,614.78","1,621.59","1,611.47","1,620.08",-2.86,"112,789","1,616.30","1,546.11","1,547.58","126,980","116,892","112,610",107.77,107.78,107.88,106.97,107.77,106.93,107.45
87,2019/09/24,"27,034.07","27,079.68","26,704.96","26,807.77",117.96,118.03,118.54,117.85,119.01,118.11,120.05,1.1017,1.102,1.1024,1.0981,1.1035,1.1049,1.1169,"8,147.24","8,158.84","7,969.66","7,993.63","22,095.35","22,168.74","22,077.94","22,098.84",19.75,"22,036.88","21,119.21","21,204.17","1,618.02","1,629.06","1,617.96","1,622.94",6.71,"120,833","1,615.20","1,541.08","1,546.31","131,148","116,000","112,531",107.07,107.1,107.78,106.95,107.84,106.88,107.46
88,2019/09/20,"27,102.18","27,194.75","26,926.68","26,935.07",118.42,118.5,119.36,118.41,119.35,118.11,120.1,1.1015,1.1019,1.1068,1.0994,1.1047,1.1052,1.1172,"8,184.88","8,202.82","8,086.16","8,117.67","22,130.74","22,204.75","22,047.90","22,079.09",34.64,"22,014.77","21,052.01","21,186.54","1,622.30","1,625.17","1,613.70","1,616.23",0.57,"145,859","1,612.59","1,535.58","1,545.07","142,995","115,143","112,628",107.51,107.54,108.08,107.51,108.04,106.86,107.48
89,2019/09/19,"27,186.05","27,272.17","27,064.21","27,094.79",119.25,119.33,119.64,118.91,119.58,118.09,120.14,1.1041,1.1042,1.1073,1.1021,1.1056,1.1056,1.1175,"8,193.59","8,237.43","8,174.32","8,182.88","22,064.46","22,255.56","22,003.30","22,044.45",83.74,"21,950.87","20,985.07","21,164.26","1,613.75","1,626.52","1,612.03","1,615.66",9.04,"133,314","1,608.36","1,530.28","1,543.51","145,469","113,863","112,336",108.02,108.05,108.47,107.77,108.15,106.8,107.49
90,2019/09/18,"27,075.39","27,161.93","26,899.15","27,147.08",119.58,119.63,119.8,119.37,119.47,118.04,120.17,1.1027,1.1029,1.1075,1.1012,1.105,1.106,1.1178,"8,174.62","8,179.87","8,086.22","8,177.39","22,014.65","22,027.86","21,942.03","21,960.71",-40.61,"21,861.53","20,929.50","21,142.48","1,613.31","1,614.10","1,602.45","1,606.62",-7.96,"122,105","1,601.96","1,525.63","1,541.95","152,516","112,783","112,197",108.44,108.47,108.47,108.04,108.11,106.71,107.49
91,2019/09/17,"27,010.12","27,110.80","26,984.14","27,110.80",119.69,119.73,119.77,118.83,119.3,118.02,120.19,1.1071,1.1072,1.1074,1.0988,1.1053,1.1066,1.118,"8,148.65","8,188.23","8,139.82","8,186.02","21,947.59","22,041.08","21,878.63","22,001.32",13.03,"21,747.81","20,869.28","21,124.35","1,605.64","1,619.13","1,601.73","1,614.58",4.71,"133,628","1,592.24","1,520.83","1,540.70","156,439","113,029","112,487",108.11,108.14,108.36,108.01,107.93,106.64,107.49
